chrom	start	end	chrom_arm	bin_name
3	173000001	1.74e+08	3q	3q_81
3	174000001	1.75e+08	3q	3q_82
3	175000001	1.76e+08	3q	3q_83
3	176000001	1.77e+08	3q	3q_84
3	177000001	1.78e+08	3q	3q_85
3	178000001	1.79e+08	3q	3q_86
3	179000001	1.8e+08	3q	3q_87
3	180000001	1.81e+08	3q	3q_88
3	181000001	1.82e+08	3q	3q_89
3	182000001	1.83e+08	3q	3q_90
3	183000001	1.84e+08	3q	3q_91
3	184000001	1.85e+08	3q	3q_92
3	185000001	1.86e+08	3q	3q_93
3	186000001	1.87e+08	3q	3q_94
3	187000001	1.88e+08	3q	3q_95
3	188000001	1.89e+08	3q	3q_96
3	189000001	1.9e+08	3q	3q_97
3	190000001	1.91e+08	3q	3q_98
3	191000001	1.92e+08	3q	3q_99
3	192000001	1.93e+08	3q	3q_100
3	193000001	1.94e+08	3q	3q_101
3	194000001	1.95e+08	3q	3q_102
3	195000001	1.96e+08	3q	3q_103
3	196000001	1.97e+08	3q	3q_104
3	197000001	1.98e+08	3q	3q_105
3	198000001	198022430	3q	3q_106
4	1	1e+06	4p	4p_1
4	1000001	2e+06	4p	4p_2
4	2000001	3e+06	4p	4p_3
4	3000001	4e+06	4p	4p_4
4	4000001	5e+06	4p	4p_5
4	5000001	6e+06	4p	4p_6
4	6000001	7e+06	4p	4p_7
4	7000001	8e+06	4p	4p_8
4	8000001	9e+06	4p	4p_9
4	9000001	1e+07	4p	4p_10
4	10000001	1.1e+07	4p	4p_11
4	11000001	1.2e+07	4p	4p_12
4	12000001	1.3e+07	4p	4p_13
4	13000001	1.4e+07	4p	4p_14
4	14000001	1.5e+07	4p	4p_15
4	15000001	1.6e+07	4p	4p_16
4	16000001	1.7e+07	4p	4p_17
4	17000001	1.8e+07	4p	4p_18
4	18000001	1.9e+07	4p	4p_19
4	19000001	2e+07	4p	4p_20
4	20000001	2.1e+07	4p	4p_21
4	21000001	2.2e+07	4p	4p_22
4	22000001	2.3e+07	4p	4p_23
4	23000001	2.4e+07	4p	4p_24
4	24000001	2.5e+07	4p	4p_25
4	25000001	2.6e+07	4p	4p_26
4	26000001	2.7e+07	4p	4p_27
4	27000001	2.8e+07	4p	4p_28
4	28000001	2.9e+07	4p	4p_29
4	29000001	3e+07	4p	4p_30
4	30000001	3.1e+07	4p	4p_31
4	31000001	3.2e+07	4p	4p_32
4	32000001	3.3e+07	4p	4p_33
4	33000001	3.4e+07	4p	4p_34
4	34000001	3.5e+07	4p	4p_35
4	35000001	3.6e+07	4p	4p_36
4	36000001	3.7e+07	4p	4p_37
4	37000001	3.8e+07	4p	4p_38
4	38000001	3.9e+07	4p	4p_39
4	39000001	4e+07	4p	4p_40
4	40000001	4.1e+07	4p	4p_41
4	41000001	4.2e+07	4p	4p_42
4	42000001	4.3e+07	4p	4p_43
4	43000001	4.4e+07	4p	4p_44
4	44000001	4.5e+07	4p	4p_45
4	45000001	4.6e+07	4p	4p_46
4	46000001	4.7e+07	4p	4p_47
4	47000001	4.8e+07	4p	4p_48
4	48000001	4.9e+07	4p	4p_49
4	49000001	5e+07	4p	4p_50
4	50000001	5.1e+07	4p	4p_51
4	51000001	51160116	4pq	4pq_1
4	51160117	5.2e+07	4pq	4pq_2
4	52000001	5.3e+07	4q	4q_1
4	53000001	5.4e+07	4q	4q_2
4	54000001	5.5e+07	4q	4q_3
4	55000001	5.6e+07	4q	4q_4
4	56000001	5.7e+07	4q	4q_5
4	57000001	5.8e+07	4q	4q_6
4	58000001	5.9e+07	4q	4q_7
4	59000001	6e+07	4q	4q_8
4	60000001	6.1e+07	4q	4q_9
4	61000001	6.2e+07	4q	4q_10
4	62000001	6.3e+07	4q	4q_11
4	63000001	6.4e+07	4q	4q_12
4	64000001	6.5e+07	4q	4q_13
4	65000001	6.6e+07	4q	4q_14
4	66000001	6.7e+07	4q	4q_15
4	67000001	6.8e+07	4q	4q_16
4	68000001	6.9e+07	4q	4q_17
4	69000001	7e+07	4q	4q_18
4	70000001	7.1e+07	4q	4q_19
4	71000001	7.2e+07	4q	4q_20
4	72000001	7.3e+07	4q	4q_21
4	73000001	7.4e+07	4q	4q_22
4	74000001	7.5e+07	4q	4q_23
4	75000001	7.6e+07	4q	4q_24
4	76000001	7.7e+07	4q	4q_25
4	77000001	7.8e+07	4q	4q_26
4	78000001	7.9e+07	4q	4q_27
4	79000001	8e+07	4q	4q_28
4	80000001	8.1e+07	4q	4q_29
4	81000001	8.2e+07	4q	4q_30
4	82000001	8.3e+07	4q	4q_31
4	83000001	8.4e+07	4q	4q_32
4	84000001	8.5e+07	4q	4q_33
4	85000001	8.6e+07	4q	4q_34
4	86000001	8.7e+07	4q	4q_35
4	87000001	8.8e+07	4q	4q_36
4	88000001	8.9e+07	4q	4q_37
4	89000001	9e+07	4q	4q_38
4	90000001	9.1e+07	4q	4q_39
4	91000001	9.2e+07	4q	4q_40
4	92000001	9.3e+07	4q	4q_41
4	93000001	9.4e+07	4q	4q_42
4	94000001	9.5e+07	4q	4q_43
4	95000001	9.6e+07	4q	4q_44
4	96000001	9.7e+07	4q	4q_45
4	97000001	9.8e+07	4q	4q_46
4	98000001	9.9e+07	4q	4q_47
4	99000001	1e+08	4q	4q_48
4	100000001	1.01e+08	4q	4q_49
4	101000001	1.02e+08	4q	4q_50
4	102000001	1.03e+08	4q	4q_51
4	103000001	1.04e+08	4q	4q_52
4	104000001	1.05e+08	4q	4q_53
4	105000001	1.06e+08	4q	4q_54
4	106000001	1.07e+08	4q	4q_55
4	107000001	1.08e+08	4q	4q_56
4	108000001	1.09e+08	4q	4q_57
4	109000001	1.1e+08	4q	4q_58
4	110000001	1.11e+08	4q	4q_59
4	111000001	1.12e+08	4q	4q_60
4	112000001	1.13e+08	4q	4q_61
4	113000001	1.14e+08	4q	4q_62
4	114000001	1.15e+08	4q	4q_63
4	115000001	1.16e+08	4q	4q_64
4	116000001	1.17e+08	4q	4q_65
4	117000001	1.18e+08	4q	4q_66
4	118000001	1.19e+08	4q	4q_67
4	119000001	1.2e+08	4q	4q_68
4	120000001	1.21e+08	4q	4q_69
4	121000001	1.22e+08	4q	4q_70
4	122000001	1.23e+08	4q	4q_71
4	123000001	1.24e+08	4q	4q_72
4	124000001	1.25e+08	4q	4q_73
4	125000001	1.26e+08	4q	4q_74
4	126000001	1.27e+08	4q	4q_75
4	127000001	1.28e+08	4q	4q_76
4	128000001	1.29e+08	4q	4q_77
4	129000001	1.3e+08	4q	4q_78
4	130000001	1.31e+08	4q	4q_79
4	131000001	1.32e+08	4q	4q_80
4	132000001	1.33e+08	4q	4q_81
4	133000001	1.34e+08	4q	4q_82
4	134000001	1.35e+08	4q	4q_83
4	135000001	1.36e+08	4q	4q_84
4	136000001	1.37e+08	4q	4q_85
4	137000001	1.38e+08	4q	4q_86
4	138000001	1.39e+08	4q	4q_87
4	139000001	1.4e+08	4q	4q_88
4	140000001	1.41e+08	4q	4q_89
4	141000001	1.42e+08	4q	4q_90
4	142000001	1.43e+08	4q	4q_91
4	143000001	1.44e+08	4q	4q_92
4	144000001	1.45e+08	4q	4q_93
4	145000001	1.46e+08	4q	4q_94
4	146000001	1.47e+08	4q	4q_95
4	147000001	1.48e+08	4q	4q_96
4	148000001	1.49e+08	4q	4q_97
4	149000001	1.5e+08	4q	4q_98
4	150000001	1.51e+08	4q	4q_99
4	151000001	1.52e+08	4q	4q_100
4	152000001	1.53e+08	4q	4q_101
4	153000001	1.54e+08	4q	4q_102
4	154000001	1.55e+08	4q	4q_103
4	155000001	1.56e+08	4q	4q_104
4	156000001	1.57e+08	4q	4q_105
4	157000001	1.58e+08	4q	4q_106
4	158000001	1.59e+08	4q	4q_107
4	159000001	1.6e+08	4q	4q_108
4	160000001	1.61e+08	4q	4q_109
4	161000001	1.62e+08	4q	4q_110
4	162000001	1.63e+08	4q	4q_111
4	163000001	1.64e+08	4q	4q_112
4	164000001	1.65e+08	4q	4q_113
4	165000001	1.66e+08	4q	4q_114
4	166000001	1.67e+08	4q	4q_115
4	167000001	1.68e+08	4q	4q_116
4	168000001	1.69e+08	4q	4q_117
4	169000001	1.7e+08	4q	4q_118
4	170000001	1.71e+08	4q	4q_119
4	171000001	1.72e+08	4q	4q_120
4	172000001	1.73e+08	4q	4q_121
4	173000001	1.74e+08	4q	4q_122
4	174000001	1.75e+08	4q	4q_123
4	175000001	1.76e+08	4q	4q_124
4	176000001	1.77e+08	4q	4q_125
4	177000001	1.78e+08	4q	4q_126
4	178000001	1.79e+08	4q	4q_127
4	179000001	1.8e+08	4q	4q_128
4	180000001	1.81e+08	4q	4q_129
4	181000001	1.82e+08	4q	4q_130
4	182000001	1.83e+08	4q	4q_131
4	183000001	1.84e+08	4q	4q_132
4	184000001	1.85e+08	4q	4q_133
4	185000001	1.86e+08	4q	4q_134
4	186000001	1.87e+08	4q	4q_135
4	187000001	1.88e+08	4q	4q_136
4	188000001	1.89e+08	4q	4q_137
4	189000001	1.9e+08	4q	4q_138
4	190000001	1.91e+08	4q	4q_139
4	191000001	191154276	4q	4q_140
5	1	1e+06	5p	5p_1
5	1000001	2e+06	5p	5p_2
5	2000001	3e+06	5p	5p_3
5	3000001	4e+06	5p	5p_4
5	4000001	5e+06	5p	5p_5
5	5000001	6e+06	5p	5p_6
5	6000001	7e+06	5p	5p_7
5	7000001	8e+06	5p	5p_8
5	8000001	9e+06	5p	5p_9
5	9000001	1e+07	5p	5p_10
5	10000001	1.1e+07	5p	5p_11
5	11000001	1.2e+07	5p	5p_12
5	12000001	1.3e+07	5p	5p_13
5	13000001	1.4e+07	5p	5p_14
5	14000001	1.5e+07	5p	5p_15
5	15000001	1.6e+07	5p	5p_16
5	16000001	1.7e+07	5p	5p_17
5	17000001	1.8e+07	5p	5p_18
5	18000001	1.9e+07	5p	5p_19
5	19000001	2e+07	5p	5p_20
5	20000001	2.1e+07	5p	5p_21
5	21000001	2.2e+07	5p	5p_22
5	22000001	2.3e+07	5p	5p_23
5	23000001	2.4e+07	5p	5p_24
5	24000001	2.5e+07	5p	5p_25
5	25000001	2.6e+07	5p	5p_26
5	26000001	2.7e+07	5p	5p_27
5	27000001	2.8e+07	5p	5p_28
5	28000001	2.9e+07	5p	5p_29
5	29000001	3e+07	5p	5p_30
5	30000001	3.1e+07	5p	5p_31
5	31000001	3.2e+07	5p	5p_32
5	32000001	3.3e+07	5p	5p_33
5	33000001	3.4e+07	5p	5p_34
5	34000001	3.5e+07	5p	5p_35
5	35000001	3.6e+07	5p	5p_36
5	36000001	3.7e+07	5p	5p_37
5	37000001	3.8e+07	5p	5p_38
5	38000001	3.9e+07	5p	5p_39
5	39000001	4e+07	5p	5p_40
5	40000001	4.1e+07	5p	5p_41
5	41000001	4.2e+07	5p	5p_42
5	42000001	4.3e+07	5p	5p_43
5	43000001	4.4e+07	5p	5p_44
5	44000001	4.5e+07	5p	5p_45
5	45000001	4.6e+07	5p	5p_46
5	46000001	4.7e+07	5p	5p_47
5	47000001	47905640	5pq	5pq_1
5	47905641	4.8e+07	5pq	5pq_2
5	48000001	4.9e+07	5q	5q_1
5	49000001	5e+07	5q	5q_2
5	50000001	5.1e+07	5q	5q_3
5	51000001	5.2e+07	5q	5q_4
5	52000001	5.3e+07	5q	5q_5
5	53000001	5.4e+07	5q	5q_6
5	54000001	5.5e+07	5q	5q_7
5	55000001	5.6e+07	5q	5q_8
5	56000001	5.7e+07	5q	5q_9
5	57000001	5.8e+07	5q	5q_10
5	58000001	5.9e+07	5q	5q_11
5	59000001	6e+07	5q	5q_12
5	60000001	6.1e+07	5q	5q_13
5	61000001	6.2e+07	5q	5q_14
5	62000001	6.3e+07	5q	5q_15
5	63000001	6.4e+07	5q	5q_16
5	64000001	6.5e+07	5q	5q_17
5	65000001	6.6e+07	5q	5q_18
5	66000001	6.7e+07	5q	5q_19
5	67000001	6.8e+07	5q	5q_20
5	68000001	6.9e+07	5q	5q_21
5	69000001	7e+07	5q	5q_22
5	70000001	7.1e+07	5q	5q_23
5	71000001	7.2e+07	5q	5q_24
5	72000001	7.3e+07	5q	5q_25
5	73000001	7.4e+07	5q	5q_26
5	74000001	7.5e+07	5q	5q_27
5	75000001	7.6e+07	5q	5q_28
5	76000001	7.7e+07	5q	5q_29
5	77000001	7.8e+07	5q	5q_30
5	78000001	7.9e+07	5q	5q_31
5	79000001	8e+07	5q	5q_32
5	80000001	8.1e+07	5q	5q_33
5	81000001	8.2e+07	5q	5q_34
5	82000001	8.3e+07	5q	5q_35
5	83000001	8.4e+07	5q	5q_36
5	84000001	8.5e+07	5q	5q_37
5	85000001	8.6e+07	5q	5q_38
5	86000001	8.7e+07	5q	5q_39
5	87000001	8.8e+07	5q	5q_40
5	88000001	8.9e+07	5q	5q_41
5	89000001	9e+07	5q	5q_42
5	90000001	9.1e+07	5q	5q_43
5	91000001	9.2e+07	5q	5q_44
5	92000001	9.3e+07	5q	5q_45
5	93000001	9.4e+07	5q	5q_46
5	94000001	9.5e+07	5q	5q_47
5	95000001	9.6e+07	5q	5q_48
5	96000001	9.7e+07	5q	5q_49
5	97000001	9.8e+07	5q	5q_50
5	98000001	9.9e+07	5q	5q_51
5	99000001	1e+08	5q	5q_52
5	100000001	1.01e+08	5q	5q_53
5	101000001	1.02e+08	5q	5q_54
5	102000001	1.03e+08	5q	5q_55
5	103000001	1.04e+08	5q	5q_56
5	104000001	1.05e+08	5q	5q_57
5	105000001	1.06e+08	5q	5q_58
5	106000001	1.07e+08	5q	5q_59
5	107000001	1.08e+08	5q	5q_60
5	108000001	1.09e+08	5q	5q_61
5	109000001	1.1e+08	5q	5q_62
5	110000001	1.11e+08	5q	5q_63
5	111000001	1.12e+08	5q	5q_64
5	112000001	1.13e+08	5q	5q_65
5	113000001	1.14e+08	5q	5q_66
5	114000001	1.15e+08	5q	5q_67
5	115000001	1.16e+08	5q	5q_68
5	116000001	1.17e+08	5q	5q_69
5	117000001	1.18e+08	5q	5q_70
5	118000001	1.19e+08	5q	5q_71
5	119000001	1.2e+08	5q	5q_72
5	120000001	1.21e+08	5q	5q_73
5	121000001	1.22e+08	5q	5q_74
5	122000001	1.23e+08	5q	5q_75
5	123000001	1.24e+08	5q	5q_76
5	124000001	1.25e+08	5q	5q_77
5	125000001	1.26e+08	5q	5q_78
5	126000001	1.27e+08	5q	5q_79
5	127000001	1.28e+08	5q	5q_80
5	128000001	1.29e+08	5q	5q_81
5	129000001	1.3e+08	5q	5q_82
5	130000001	1.31e+08	5q	5q_83
5	131000001	1.32e+08	5q	5q_84
5	132000001	1.33e+08	5q	5q_85
5	133000001	1.34e+08	5q	5q_86
5	134000001	1.35e+08	5q	5q_87
5	135000001	1.36e+08	5q	5q_88
5	136000001	1.37e+08	5q	5q_89
5	137000001	1.38e+08	5q	5q_90
5	138000001	1.39e+08	5q	5q_91
5	139000001	1.4e+08	5q	5q_92
5	140000001	1.41e+08	5q	5q_93
5	141000001	1.42e+08	5q	5q_94
5	142000001	1.43e+08	5q	5q_95
5	143000001	1.44e+08	5q	5q_96
5	144000001	1.45e+08	5q	5q_97
5	145000001	1.46e+08	5q	5q_98
5	146000001	1.47e+08	5q	5q_99
5	147000001	1.48e+08	5q	5q_100
5	148000001	1.49e+08	5q	5q_101
5	149000001	1.5e+08	5q	5q_102
5	150000001	1.51e+08	5q	5q_103
5	151000001	1.52e+08	5q	5q_104
5	152000001	1.53e+08	5q	5q_105
5	153000001	1.54e+08	5q	5q_106
5	154000001	1.55e+08	5q	5q_107
5	155000001	1.56e+08	5q	5q_108
5	156000001	1.57e+08	5q	5q_109
5	157000001	1.58e+08	5q	5q_110
5	158000001	1.59e+08	5q	5q_111
5	159000001	1.6e+08	5q	5q_112
5	160000001	1.61e+08	5q	5q_113
5	161000001	1.62e+08	5q	5q_114
5	162000001	1.63e+08	5q	5q_115
5	163000001	1.64e+08	5q	5q_116
5	164000001	1.65e+08	5q	5q_117
5	165000001	1.66e+08	5q	5q_118
5	166000001	1.67e+08	5q	5q_119
5	167000001	1.68e+08	5q	5q_120
5	168000001	1.69e+08	5q	5q_121
5	169000001	1.7e+08	5q	5q_122
5	170000001	1.71e+08	5q	5q_123
5	171000001	1.72e+08	5q	5q_124
5	172000001	1.73e+08	5q	5q_125
5	173000001	1.74e+08	5q	5q_126
5	174000001	1.75e+08	5q	5q_127
5	175000001	1.76e+08	5q	5q_128
5	176000001	1.77e+08	5q	5q_129
5	177000001	1.78e+08	5q	5q_130
5	178000001	1.79e+08	5q	5q_131
5	179000001	1.8e+08	5q	5q_132
5	180000001	180915260	5q	5q_133
6	1	1e+06	6p	6p_1
6	1000001	2e+06	6p	6p_2
6	2000001	3e+06	6p	6p_3
6	3000001	4e+06	6p	6p_4
6	4000001	5e+06	6p	6p_5
6	5000001	6e+06	6p	6p_6
6	6000001	7e+06	6p	6p_7
6	7000001	8e+06	6p	6p_8
6	8000001	9e+06	6p	6p_9
6	9000001	1e+07	6p	6p_10
6	10000001	1.1e+07	6p	6p_11
6	11000001	1.2e+07	6p	6p_12
6	12000001	1.3e+07	6p	6p_13
6	13000001	1.4e+07	6p	6p_14
6	14000001	1.5e+07	6p	6p_15
6	15000001	1.6e+07	6p	6p_16
6	16000001	1.7e+07	6p	6p_17
6	17000001	1.8e+07	6p	6p_18
6	18000001	1.9e+07	6p	6p_19
6	19000001	2e+07	6p	6p_20
6	20000001	2.1e+07	6p	6p_21
6	21000001	2.2e+07	6p	6p_22
6	22000001	2.3e+07	6p	6p_23
6	23000001	2.4e+07	6p	6p_24
6	24000001	2.5e+07	6p	6p_25
6	25000001	2.6e+07	6p	6p_26
6	26000001	2.7e+07	6p	6p_27
6	27000001	2.8e+07	6p	6p_28
6	28000001	2.9e+07	6p	6p_29
6	29000001	3e+07	6p	6p_30
6	30000001	3.1e+07	6p	6p_31
6	31000001	3.2e+07	6p	6p_32
6	32000001	3.3e+07	6p	6p_33
6	33000001	3.4e+07	6p	6p_34
6	34000001	3.5e+07	6p	6p_35
6	35000001	3.6e+07	6p	6p_36
6	36000001	3.7e+07	6p	6p_37
6	37000001	3.8e+07	6p	6p_38
6	38000001	3.9e+07	6p	6p_39
6	39000001	4e+07	6p	6p_40
6	40000001	4.1e+07	6p	6p_41
6	41000001	4.2e+07	6p	6p_42
6	42000001	4.3e+07	6p	6p_43
6	43000001	4.4e+07	6p	6p_44
6	44000001	4.5e+07	6p	6p_45
6	45000001	4.6e+07	6p	6p_46
6	46000001	4.7e+07	6p	6p_47
6	47000001	4.8e+07	6p	6p_48
6	48000001	4.9e+07	6p	6p_49
6	49000001	5e+07	6p	6p_50
6	50000001	5.1e+07	6p	6p_51
6	51000001	5.2e+07	6p	6p_52
6	52000001	5.3e+07	6p	6p_53
6	53000001	5.4e+07	6p	6p_54
6	54000001	5.5e+07	6p	6p_55
6	55000001	5.6e+07	6p	6p_56
6	56000001	5.7e+07	6p	6p_57
6	57000001	5.8e+07	6p	6p_58
6	58000001	5.9e+07	6p	6p_59
6	59000001	6e+07	6p	6p_60
6	60000001	60330165	6pq	6pq_1
6	60330166	6.1e+07	6pq	6pq_2
6	61000001	6.2e+07	6q	6q_1
6	62000001	6.3e+07	6q	6q_2
6	63000001	6.4e+07	6q	6q_3
6	64000001	6.5e+07	6q	6q_4
6	65000001	6.6e+07	6q	6q_5
6	66000001	6.7e+07	6q	6q_6
6	67000001	6.8e+07	6q	6q_7
6	68000001	6.9e+07	6q	6q_8
6	69000001	7e+07	6q	6q_9
6	70000001	7.1e+07	6q	6q_10
6	71000001	7.2e+07	6q	6q_11
6	72000001	7.3e+07	6q	6q_12
6	73000001	7.4e+07	6q	6q_13
6	74000001	7.5e+07	6q	6q_14
6	75000001	7.6e+07	6q	6q_15
6	76000001	7.7e+07	6q	6q_16
6	77000001	7.8e+07	6q	6q_17
6	78000001	7.9e+07	6q	6q_18
6	79000001	8e+07	6q	6q_19
6	80000001	8.1e+07	6q	6q_20
6	81000001	8.2e+07	6q	6q_21
6	82000001	8.3e+07	6q	6q_22
6	83000001	8.4e+07	6q	6q_23
6	84000001	8.5e+07	6q	6q_24
6	85000001	8.6e+07	6q	6q_25
6	86000001	8.7e+07	6q	6q_26
6	87000001	8.8e+07	6q	6q_27
6	88000001	8.9e+07	6q	6q_28
6	89000001	9e+07	6q	6q_29
6	90000001	9.1e+07	6q	6q_30
6	91000001	9.2e+07	6q	6q_31
6	92000001	9.3e+07	6q	6q_32
6	93000001	9.4e+07	6q	6q_33
6	94000001	9.5e+07	6q	6q_34
6	95000001	9.6e+07	6q	6q_35
6	96000001	9.7e+07	6q	6q_36
6	97000001	9.8e+07	6q	6q_37
6	98000001	9.9e+07	6q	6q_38
6	99000001	1e+08	6q	6q_39
6	100000001	1.01e+08	6q	6q_40
6	101000001	1.02e+08	6q	6q_41
6	102000001	1.03e+08	6q	6q_42
6	103000001	1.04e+08	6q	6q_43
6	104000001	1.05e+08	6q	6q_44
6	105000001	1.06e+08	6q	6q_45
6	106000001	1.07e+08	6q	6q_46
6	107000001	1.08e+08	6q	6q_47
6	108000001	1.09e+08	6q	6q_48
6	109000001	1.1e+08	6q	6q_49
6	110000001	1.11e+08	6q	6q_50
6	111000001	1.12e+08	6q	6q_51
6	112000001	1.13e+08	6q	6q_52
6	113000001	1.14e+08	6q	6q_53
6	114000001	1.15e+08	6q	6q_54
6	115000001	1.16e+08	6q	6q_55
6	116000001	1.17e+08	6q	6q_56
6	117000001	1.18e+08	6q	6q_57
6	118000001	1.19e+08	6q	6q_58
6	119000001	1.2e+08	6q	6q_59
6	120000001	1.21e+08	6q	6q_60
6	121000001	1.22e+08	6q	6q_61
6	122000001	1.23e+08	6q	6q_62
6	123000001	1.24e+08	6q	6q_63
6	124000001	1.25e+08	6q	6q_64
6	125000001	1.26e+08	6q	6q_65
6	126000001	1.27e+08	6q	6q_66
6	127000001	1.28e+08	6q	6q_67
6	128000001	1.29e+08	6q	6q_68
6	129000001	1.3e+08	6q	6q_69
6	130000001	1.31e+08	6q	6q_70
6	131000001	1.32e+08	6q	6q_71
6	132000001	1.33e+08	6q	6q_72
6	133000001	1.34e+08	6q	6q_73
6	134000001	1.35e+08	6q	6q_74
6	135000001	1.36e+08	6q	6q_75
6	136000001	1.37e+08	6q	6q_76
6	137000001	1.38e+08	6q	6q_77
6	138000001	1.39e+08	6q	6q_78
6	139000001	1.4e+08	6q	6q_79
6	140000001	1.41e+08	6q	6q_80
6	141000001	1.42e+08	6q	6q_81
6	142000001	1.43e+08	6q	6q_82
6	143000001	1.44e+08	6q	6q_83
6	144000001	1.45e+08	6q	6q_84
6	145000001	1.46e+08	6q	6q_85
6	146000001	1.47e+08	6q	6q_86
6	147000001	1.48e+08	6q	6q_87
6	148000001	1.49e+08	6q	6q_88
6	149000001	1.5e+08	6q	6q_89
6	150000001	1.51e+08	6q	6q_90
6	151000001	1.52e+08	6q	6q_91
6	152000001	1.53e+08	6q	6q_92
6	153000001	1.54e+08	6q	6q_93
6	154000001	1.55e+08	6q	6q_94
6	155000001	1.56e+08	6q	6q_95
6	156000001	1.57e+08	6q	6q_96
6	157000001	1.58e+08	6q	6q_97
6	158000001	1.59e+08	6q	6q_98
6	159000001	1.6e+08	6q	6q_99
6	160000001	1.61e+08	6q	6q_100
6	161000001	1.62e+08	6q	6q_101
6	162000001	1.63e+08	6q	6q_102
6	163000001	1.64e+08	6q	6q_103
6	164000001	1.65e+08	6q	6q_104
6	165000001	1.66e+08	6q	6q_105
6	166000001	1.67e+08	6q	6q_106
6	167000001	1.68e+08	6q	6q_107
6	168000001	1.69e+08	6q	6q_108
6	169000001	1.7e+08	6q	6q_109
6	170000001	1.71e+08	6q	6q_110
6	171000001	171115067	6q	6q_111
7	1	1e+06	7p	7p_1
7	1000001	2e+06	7p	7p_2
7	2000001	3e+06	7p	7p_3
7	3000001	4e+06	7p	7p_4
7	4000001	5e+06	7p	7p_5
7	5000001	6e+06	7p	7p_6
7	6000001	7e+06	7p	7p_7
7	7000001	8e+06	7p	7p_8
7	8000001	9e+06	7p	7p_9
7	9000001	1e+07	7p	7p_10
7	10000001	1.1e+07	7p	7p_11
7	11000001	1.2e+07	7p	7p_12
7	12000001	1.3e+07	7p	7p_13
7	13000001	1.4e+07	7p	7p_14
7	14000001	1.5e+07	7p	7p_15
7	15000001	1.6e+07	7p	7p_16
7	16000001	1.7e+07	7p	7p_17
7	17000001	1.8e+07	7p	7p_18
7	18000001	1.9e+07	7p	7p_19
7	19000001	2e+07	7p	7p_20
7	20000001	2.1e+07	7p	7p_21
7	21000001	2.2e+07	7p	7p_22
7	22000001	2.3e+07	7p	7p_23
7	23000001	2.4e+07	7p	7p_24
7	24000001	2.5e+07	7p	7p_25
7	25000001	2.6e+07	7p	7p_26
7	26000001	2.7e+07	7p	7p_27
7	27000001	2.8e+07	7p	7p_28
7	28000001	2.9e+07	7p	7p_29
7	29000001	3e+07	7p	7p_30
7	30000001	3.1e+07	7p	7p_31
7	31000001	3.2e+07	7p	7p_32
7	32000001	3.3e+07	7p	7p_33
7	33000001	3.4e+07	7p	7p_34
7	34000001	3.5e+07	7p	7p_35
7	35000001	3.6e+07	7p	7p_36
7	36000001	3.7e+07	7p	7p_37
7	37000001	3.8e+07	7p	7p_38
7	38000001	3.9e+07	7p	7p_39
7	39000001	4e+07	7p	7p_40
7	40000001	4.1e+07	7p	7p_41
7	41000001	4.2e+07	7p	7p_42
7	42000001	4.3e+07	7p	7p_43
7	43000001	4.4e+07	7p	7p_44
7	44000001	4.5e+07	7p	7p_45
7	45000001	4.6e+07	7p	7p_46
7	46000001	4.7e+07	7p	7p_47
7	47000001	4.8e+07	7p	7p_48
7	48000001	4.9e+07	7p	7p_49
7	49000001	5e+07	7p	7p_50
7	50000001	5.1e+07	7p	7p_51
7	51000001	5.2e+07	7p	7p_52
7	52000001	5.3e+07	7p	7p_53
7	53000001	5.4e+07	7p	7p_54
7	54000001	5.5e+07	7p	7p_55
7	55000001	5.6e+07	7p	7p_56
7	56000001	5.7e+07	7p	7p_57
7	57000001	5.8e+07	7p	7p_58
7	58000001	5.9e+07	7p	7p_59
7	59000001	59554330	7pq	7pq_1
7	59554331	6e+07	7pq	7pq_2
7	60000001	6.1e+07	7q	7q_1
7	61000001	6.2e+07	7q	7q_2
7	62000001	6.3e+07	7q	7q_3
7	63000001	6.4e+07	7q	7q_4
7	64000001	6.5e+07	7q	7q_5
7	65000001	6.6e+07	7q	7q_6
7	66000001	6.7e+07	7q	7q_7
7	67000001	6.8e+07	7q	7q_8
7	68000001	6.9e+07	7q	7q_9
7	69000001	7e+07	7q	7q_10
7	70000001	7.1e+07	7q	7q_11
7	71000001	7.2e+07	7q	7q_12
7	72000001	7.3e+07	7q	7q_13
7	73000001	7.4e+07	7q	7q_14
7	74000001	7.5e+07	7q	7q_15
7	75000001	7.6e+07	7q	7q_16
7	76000001	7.7e+07	7q	7q_17
7	77000001	7.8e+07	7q	7q_18
7	78000001	7.9e+07	7q	7q_19
7	79000001	8e+07	7q	7q_20
7	80000001	8.1e+07	7q	7q_21
7	81000001	8.2e+07	7q	7q_22
7	82000001	8.3e+07	7q	7q_23
7	83000001	8.4e+07	7q	7q_24
7	84000001	8.5e+07	7q	7q_25
7	85000001	8.6e+07	7q	7q_26
7	86000001	8.7e+07	7q	7q_27
7	87000001	8.8e+07	7q	7q_28
7	88000001	8.9e+07	7q	7q_29
7	89000001	9e+07	7q	7q_30
7	90000001	9.1e+07	7q	7q_31
7	91000001	9.2e+07	7q	7q_32
7	92000001	9.3e+07	7q	7q_33
7	93000001	9.4e+07	7q	7q_34
7	94000001	9.5e+07	7q	7q_35
7	95000001	9.6e+07	7q	7q_36
7	96000001	9.7e+07	7q	7q_37
7	97000001	9.8e+07	7q	7q_38
